CustomerID,TotalSpent,OrderCount,FirstInvoiceDate,LastInvoiceDate,CustomerLifespan,Recency,PurchaseFrequency
13384.0,4151.93,7,2011-06-14 12:47:00,2011-11-09 11:04:00,147,30,1.43
13408.0,28117.04,62,2010-12-01 10:39:00,2011-12-08 09:05:00,371,1,5.01
13418.0,6127.43,18,2010-12-02 10:45:00,2011-11-28 10:23:00,360,11,1.5
13426.0,3641.32,10,2010-12-15 12:43:00,2011-12-09 08:59:00,358,0,0.84
13435.0,3809.89,7,2011-06-03 17:07:00,2011-12-04 14:45:00,183,4,1.15
13458.0,9646.57,14,2010-12-15 12:05:00,2011-12-02 15:29:00,352,6,1.19
13468.0,5704.97,37,2010-12-01 15:08:00,2011-12-08 10:39:00,371,1,2.99
13488.0,8968.31,13,2010-12-07 13:01:00,2011-11-22 14:41:00,350,16,1.11
13505.0,3633.63,4,2011-04-21 12:07:00,2011-09-28 11:56:00,159,72,0.75
13523.0,3964.88,5,2010-12-08 14:22:00,2011-11-06 15:11:00,333,32,0.45
13534.0,5870.08,25,2010-12-16 15:23:00,2011-12-07 14:52:00,355,1,2.11
13552.0,3740.07,12,2011-01-28 10:10:00,2011-10-04 15:19:00,249,65,1.45
13555.0,4149.28,4,2011-05-22 11:06:00,2011-09-27 12:36:00,128,73,0.94
13576.0,6717.34,18,2010-12-01 17:24:00,2011-11-29 15:34:00,362,9,1.49
13599.0,5153.67,21,2010-12-08 10:11:00,2011-12-08 16:10:00,365,0,1.73
13629.0,7792.36,11,2011-01-05 12:09:00,2011-11-16 13:21:00,315,22,1.05
13668.0,6363.59,21,2010-12-12 12:35:00,2011-12-07 12:11:00,359,2,1.75
13680.0,3722.42,4,2011-01-04 14:12:00,2011-12-08 13:47:00,337,0,0.36
13694.0,65039.62,50,2010-12-01 12:12:00,2011-12-06 09:32:00,369,3,4.07
13709.0,6328.05,13,2011-01-28 14:57:00,2011-12-06 10:28:00,311,3,1.25
13756.0,5189.52,14,2010-12-07 11:41:00,2011-12-07 16:44:00,365,1,1.15
13767.0,17220.36,37,2010-12-01 10:47:00,2011-12-07 15:00:00,371,1,2.99
13777.0,25977.16,33,2010-12-01 16:01:00,2011-12-09 12:25:00,372,0,2.66
13798.0,37153.85,57,2010-12-02 17:24:00,2011-12-08 15:51:00,370,0,4.62
13802.0,4599.42,3,2011-02-01 12:03:00,2011-07-24 10:54:00,172,138,0.52
13815.0,3667.36,4,2011-01-25 12:16:00,2011-11-17 14:19:00,296,21,0.41
13854.0,8109.519999999999,25,2010-12-09 10:48:00,2011-12-01 09:06:00,356,8,2.11
13871.0,6403.25,13,2011-02-04 09:30:00,2011-11-17 10:49:00,286,22,1.36
13881.0,17159.52,20,2011-02-01 10:14:00,2011-12-06 12:50:00,308,3,1.95
13941.0,5112.96,5,2010-12-02 10:17:00,2011-11-18 09:43:00,350,21,0.43
13969.0,9053.94,18,2010-12-09 19:32:00,2011-12-02 15:11:00,357,6,1.51
13985.0,7060.13,15,2011-03-20 13:48:00,2011-12-05 17:06:00,260,3,1.73
13988.0,4147.96,6,2011-03-30 11:48:00,2011-11-20 10:15:00,234,19,0.77
13999.0,3901.81,12,2010-12-13 11:23:00,2011-11-29 13:40:00,351,9,1.03
14004.0,4582.64,7,2011-02-24 09:28:00,2011-10-27 14:40:00,245,42,0.86
14016.0,4291.21,4,2010-12-17 14:21:00,2011-07-01 11:29:00,195,161,0.62
14031.0,17286.86,19,2010-12-02 16:34:00,2011-12-02 17:13:00,365,6,1.56
14049.0,5681.72,4,2011-01-26 11:27:00,2011-11-23 12:20:00,301,16,0.4
14051.0,15610.39,23,2010-12-08 12:49:00,2011-12-09 10:20:00,365,0,1.89
14056.0,8214.65,23,2011-02-28 15:19:00,2011-12-08 13:36:00,282,0,2.45
14057.0,6217.96,17,2010-12-14 12:11:00,2011-11-16 10:32:00,336,23,1.52
14060.0,6140.42,19,2010-12-02 12:11:00,2011-12-05 12:29:00,368,4,1.55
14062.0,10464.85,12,2010-12-10 15:56:00,2011-11-30 10:04:00,354,9,1.02
14085.0,4448.54,18,2010-12-06 12:39:00,2011-12-07 13:46:00,366,1,1.48
14088.0,50491.81,13,2011-01-21 13:07:00,2011-11-29 16:16:00,312,9,1.25
14092.0,4076.91,14,2010-12-16 15:47:00,2011-12-02 12:13:00,350,7,1.2
14096.0,53258.43,17,2011-08-30 10:49:00,2011-12-05 17:17:00,97,3,5.26
14101.0,5976.79,6,2011-01-17 13:09:00,2011-09-27 12:28:00,252,73,0.71
14110.0,5683.15,12,2011-03-18 09:59:00,2011-12-06 12:26:00,263,3,1.37
14135.0,4690.31,15,2010-12-02 10:27:00,2011-12-08 11:38:00,371,1,1.21
14145.0,3742.2,4,2011-05-06 13:01:00,2011-10-24 12:10:00,170,46,0.71
14146.0,4191.0,5,2010-12-17 15:52:00,2011-12-01 10:18:00,348,8,0.43
14156.0,116729.63,54,2010-12-03 11:48:00,2011-11-30 10:54:00,361,9,4.49
14159.0,4690.64,11,2010-12-12 11:17:00,2011-11-20 12:36:00,343,19,0.96
14180.0,4748.52,25,2010-12-02 13:08:00,2011-11-29 10:56:00,361,10,2.08
14189.0,4654.08,15,2010-12-06 11:42:00,2011-12-07 15:55:00,366,1,1.23
14191.0,4684.76,13,2011-05-03 10:30:00,2011-12-08 09:23:00,218,1,1.79
14194.0,11349.52,21,2011-02-04 14:51:00,2011-12-05 10:38:00,303,4,2.08
14258.0,12669.98,9,2011-01-06 12:18:00,2011-11-30 15:27:00,328,8,0.82
14277.0,4180.2,3,2011-05-11 13:20:00,2011-11-24 15:01:00,197,14,0.46
14282.0,3729.34,15,2010-12-07 12:21:00,2011-12-06 17:04:00,364,2,1.24
14286.0,4628.75,3,2011-04-11 08:16:00,2011-11-16 10:34:00,219,23,0.41
14291.0,3883.25,11,2011-03-09 15:20:00,2011-12-08 10:26:00,273,1,1.21
14292.0,4871.93,9,2011-03-02 08:26:00,2011-12-02 11:50:00,275,7,0.98
14298.0,51527.3,44,2010-12-14 12:59:00,2011-12-01 13:12:00,352,7,3.75
14299.0,3965.62,9,2010-12-09 10:30:00,2011-12-01 16:05:00,357,7,0.76
14329.0,5014.84,7,2011-01-14 13:42:00,2011-11-22 15:50:00,312,16,0.67
14364.0,3717.35,8,2011-05-12 12:56:00,2011-08-23 11:01:00,102,108,2.35
14367.0,9261.52,16,2011-03-08 14:12:00,2011-12-01 13:19:00,267,7,1.8
14390.0,4652.82,9,2010-12-02 11:57:00,2011-11-29 13:49:00,362,9,0.75
14401.0,4051.48,13,2010-12-15 09:07:00,2011-12-05 13:30:00,355,3,1.1
14415.0,5900.28,13,2010-12-14 13:31:00,2011-12-08 14:38:00,359,0,1.09
14422.0,4263.64,6,2011-03-17 17:26:00,2011-12-09 11:26:00,266,0,0.68
14426.0,4481.67,10,2011-01-31 09:51:00,2011-11-16 12:25:00,289,23,1.04
14505.0,5905.64,8,2010-12-12 16:14:00,2011-11-22 15:45:00,344,16,0.7
14525.0,4332.2,9,2010-12-13 17:40:00,2011-11-20 11:37:00,341,19,0.79
14527.0,8507.82,55,2010-12-05 13:17:00,2011-12-07 12:19:00,366,2,4.51
14534.0,4445.4,18,2011-01-25 12:33:00,2011-12-07 12:19:00,315,2,1.71
14547.0,4007.54,8,2011-10-16 14:35:00,2011-12-06 11:06:00,50,3,4.8
14562.0,5074.77,18,2011-02-08 14:45:00,2011-12-06 11:05:00,300,3,1.8
14606.0,12006.65,90,2010-12-01 16:57:00,2011-12-08 19:28:00,372,0,7.26
14607.0,15021.5,12,2011-03-23 15:22:00,2011-11-24 10:35:00,245,15,1.47
14646.0,279138.02,72,2010-12-20 10:09:00,2011-12-08 12:12:00,353,1,6.12
14667.0,9236.95,25,2010-12-06 13:13:00,2011-11-29 11:30:00,357,10,2.1
14680.0,28754.11,16,2010-12-03 12:05:00,2011-11-14 16:59:00,346,24,1.39
14688.0,5630.87,21,2010-12-01 09:37:00,2011-12-02 12:26:00,366,7,1.72
14709.0,4921.04,13,2010-12-16 13:43:00,2011-11-24 15:41:00,343,14,1.14
14733.0,9585.91,12,2010-12-07 11:30:00,2011-11-23 15:39:00,351,15,1.03
14735.0,6050.69,31,2010-12-16 16:05:00,2011-12-06 12:09:00,354,3,2.63
14739.0,3902.28,7,2010-12-07 14:58:00,2011-12-05 16:54:00,363,3,0.58
14755.0,5010.28,11,2011-01-09 14:02:00,2011-11-30 11:24:00,324,9,1.02
14769.0,10673.1,8,2010-12-17 11:40:00,2011-12-07 10:24:00,354,2,0.68
14796.0,8020.93,17,2010-12-08 10:40:00,2011-12-08 15:31:00,365,0,1.4
14800.0,4339.74,12,2010-12-05 11:10:00,2011-10-23 12:46:00,322,47,1.12
14849.0,7930.54,25,2010-12-01 12:22:00,2011-11-18 10:58:00,351,21,2.14
14866.0,14353.4,11,2010-12-08 14:58:00,2011-11-29 11:45:00,355,10,0.93
14895.0,11138.71,20,2011-02-22 13:08:00,2011-12-02 09:23:00,282,7,2.13
14911.0,136275.72,198,2010-12-01 14:05:00,2011-12-08 15:54:00,372,0,15.97
14936.0,8137.02,8,2011-03-09 11:53:00,2011-11-06 10:30:00,241,33,1.0
14944.0,5900.25,12,2011-02-16 12:47:00,2011-11-10 09:10:00,266,29,1.35
14952.0,8099.49,11,2010-12-10 12:48:00,2011-10-11 10:33:00,304,59,1.09
14961.0,7044.68,9,2010-12-14 11:38:00,2011-11-29 09:42:00,349,10,0.77
15005.0,6314.87,28,2010-12-08 14:36:00,2011-11-24 12:25:00,350,15,2.4
15023.0,6783.86,11,2010-12-05 13:49:00,2011-12-06 17:23:00,366,2,0.9
15032.0,4959.1,3,2010-12-08 12:57:00,2011-03-28 15:03:00,110,255,0.82
15034.0,4308.61,8,2010-12-21 09:47:00,2011-11-24 12:11:00,338,15,0.71
15039.0,19914.44,47,2010-12-06 11:26:00,2011-11-30 11:31:00,359,9,3.93
15044.0,7700.23,17,2010-12-12 14:27:00,2011-11-20 13:20:00,342,18,1.49
15046.0,5194.82,15,2011-01-05 15:30:00,2011-11-30 15:50:00,329,8,1.37
15061.0,54534.14,48,2010-12-02 15:19:00,2011-12-06 12:06:00,368,3,3.91
15078.0,9743.11,32,2010-12-06 12:38:00,2011-12-02 15:41:00,361,6,2.66
15093.0,4597.02,6,2010-12-02 18:25:00,2011-11-21 13:09:00,353,17,0.51
15098.0,39916.5,3,2011-06-10 15:22:00,2011-06-10 15:33:00,1,181,90.0
15125.0,11528.48,15,2011-03-14 09:59:00,2011-11-14 13:57:00,245,24,1.84
15144.0,6580.44,17,2011-01-31 13:17:00,2011-12-01 15:12:00,304,7,1.68
15150.0,5314.47,10,2011-03-15 14:21:00,2011-11-22 12:52:00,251,16,1.2
15152.0,4745.69,13,2011-06-05 15:36:00,2011-11-30 12:32:00,177,9,2.2
15159.0,18641.01,30,2010-12-13 15:44:00,2011-12-08 12:05:00,359,1,2.51
15187.0,4762.18,15,2011-05-11 13:49:00,2011-12-08 11:56:00,210,1,2.14
15189.0,16225.39,41,2011-01-11 12:29:00,2011-12-08 13:22:00,331,0,3.72
15194.0,7616.53,15,2010-12-06 15:00:00,2011-12-06 15:10:00,365,2,1.23
15195.0,3861.0,1,2011-12-07 12:20:00,2011-12-07 12:20:00,1,2,30.0
15218.0,5756.89,11,2011-01-25 11:20:00,2011-11-29 11:48:00,308,10,1.07
15249.0,6688.46,13,2011-03-28 12:49:00,2011-11-08 11:45:00,224,31,1.74
15251.0,10484.99,11,2011-04-12 10:38:00,2011-11-30 15:02:00,232,8,1.42
15290.0,7943.22,18,2010-12-15 16:03:00,2011-12-05 11:39:00,354,4,1.53
15291.0,4623.3,14,2010-12-01 09:32:00,2011-11-14 11:02:00,348,25,1.21
15296.0,3672.86,6,2011-01-17 11:57:00,2011-10-20 11:47:00,275,50,0.65
15298.0,4799.9,12,2010-12-08 13:55:00,2011-12-07 17:17:00,364,1,0.99
15299.0,3907.01,6,2010-12-02 16:48:00,2011-10-03 14:19:00,304,66,0.59
15301.0,5070.35,12,2010-12-06 12:21:00,2011-10-20 09:57:00,317,50,1.14
15311.0,60767.9,91,2010-12-01 09:41:00,2011-12-09 12:00:00,373,0,7.32
15358.0,8347.2,22,2010-12-09 10:04:00,2011-12-05 09:04:00,360,4,1.83
15379.0,3703.29,7,2010-12-16 13:02:00,2011-06-23 13:13:00,189,168,1.11
15382.0,5955.71,6,2011-02-17 12:01:00,2011-11-25 10:58:00,280,14,0.64
15416.0,3984.32,4,2011-03-02 08:41:00,2011-10-06 09:38:00,218,64,0.55
15465.0,7354.62,18,2010-12-05 10:12:00,2011-11-20 10:11:00,349,19,1.55
15482.0,11014.96,11,2010-12-16 10:08:00,2011-11-24 10:46:00,343,15,0.96
15498.0,13316.4,27,2010-12-08 12:29:00,2011-12-07 12:48:00,364,2,2.23
15502.0,6923.98,10,2010-12-05 15:40:00,2011-11-24 12:48:00,353,15,0.85
15513.0,14758.22,19,2010-12-01 11:22:00,2011-11-06 14:36:00,340,32,1.68
15514.0,4139.46,11,2010-12-10 13:50:00,2011-11-27 14:40:00,352,11,0.94
15529.0,3992.68,11,2010-12-08 12:24:00,2011-11-17 11:29:00,343,22,0.96
15547.0,4954.84,14,2010-12-12 13:26:00,2011-12-02 12:52:00,354,6,1.19
15555.0,4802.18,16,2010-12-05 14:45:00,2011-11-27 16:19:00,357,11,1.34
15570.0,4165.52,12,2010-12-05 12:57:00,2011-12-02 14:47:00,362,6,0.99
15601.0,6776.56,14,2010-12-02 10:39:00,2011-11-28 15:15:00,361,10,1.16
15615.0,10399.74,23,2010-12-15 16:21:00,2011-11-29 14:42:00,348,9,1.98
15622.0,3709.56,9,2011-03-02 13:42:00,2011-10-27 16:44:00,239,42,1.13
15640.0,12515.66,15,2010-12-02 15:40:00,2011-12-05 14:35:00,367,3,1.23
15694.0,6464.4,13,2010-12-02 07:49:00,2011-12-09 09:44:00,372,0,1.05
15719.0,5043.96,13,2011-01-06 12:31:00,2011-11-07 12:29:00,304,32,1.28
15727.0,5178.96,7,2010-12-15 15:47:00,2011-11-23 12:36:00,342,16,0.61
15738.0,4812.42,16,2010-12-02 12:50:00,2011-11-21 08:26:00,353,18,1.36
15749.0,44534.3,3,2011-01-11 12:55:00,2011-04-18 13:20:00,97,234,0.93
15769.0,56252.72,26,2010-12-03 15:16:00,2011-12-02 13:52:00,363,6,2.15
15786.0,4932.2,3,2011-08-17 13:33:00,2011-10-24 14:13:00,68,45,1.32
15804.0,4206.39,13,2011-05-25 10:12:00,2011-12-09 12:31:00,198,0,1.97
15805.0,5528.4800000000005,17,2010-12-10 09:33:00,2011-11-16 16:32:00,341,22,1.5
15808.0,3734.97,4,2010-12-05 13:05:00,2011-02-06 14:33:00,63,305,1.9
15838.0,33643.08,19,2010-12-07 11:26:00,2011-11-28 14:00:00,356,10,1.6
15845.0,3711.77,8,2011-01-06 17:19:00,2011-11-22 09:42:00,319,17,0.75
15856.0,16386.31,27,2010-12-09 13:34:00,2011-12-05 17:09:00,361,3,2.24
15867.0,3806.1,15,2010-12-05 14:17:00,2011-12-04 13:32:00,363,4,1.24
15874.0,4405.88,7,2011-02-28 13:28:00,2011-10-07 12:31:00,220,63,0.95
15903.0,5126.76,7,2011-02-17 14:04:00,2011-11-30 08:08:00,285,9,0.74
15939.0,6100.01,14,2011-01-12 12:43:00,2011-09-11 11:30:00,241,89,1.74
15955.0,4416.26,14,2010-12-02 11:22:00,2011-11-15 14:15:00,348,23,1.21
15971.0,4194.9,12,2011-02-01 16:47:00,2011-11-22 12:50:00,293,17,1.23
16000.0,12393.7,3,2011-12-07 12:14:00,2011-12-07 12:17:00,1,2,90.0
16013.0,37130.6,47,2010-12-03 13:09:00,2011-12-06 10:36:00,367,3,3.84
16019.0,3786.24,9,2010-12-10 12:29:00,2011-10-24 11:51:00,317,46,0.85
16029.0,72882.09,62,2010-12-01 09:57:00,2011-11-01 10:27:00,335,38,5.55
16033.0,8816.4,20,2010-12-05 10:36:00,2011-12-04 12:44:00,364,5,1.65
16126.0,6287.77,4,2011-02-16 11:18:00,2011-11-10 16:03:00,267,28,0.45
16133.0,14589.04,33,2011-01-25 15:55:00,2011-12-06 11:24:00,314,3,3.15
16145.0,3799.49,11,2010-12-15 09:09:00,2011-12-01 10:33:00,351,8,0.94
16161.0,5575.56,19,2010-12-06 10:03:00,2011-12-08 12:10:00,367,1,1.55
16168.0,3787.6,27,2010-12-05 11:38:00,2011-11-29 12:45:00,359,10,2.26
16180.0,10254.18,8,2011-04-01 10:23:00,2011-08-31 16:28:00,152,99,1.58
16182.0,6617.65,4,2011-02-18 10:11:00,2011-09-28 13:23:00,222,71,0.54
16186.0,4006.94,12,2010-12-02 14:40:00,2011-11-17 12:43:00,349,22,1.03
16187.0,6911.4400000000005,15,2011-02-28 13:34:00,2011-11-08 09:50:00,252,31,1.79
16191.0,5180.52,13,2010-12-14 12:38:00,2011-12-07 11:26:00,357,2,1.09
16210.0,21076.3,17,2010-12-01 12:27:00,2011-12-08 12:36:00,372,1,1.37
16240.0,3718.8,2,2011-09-23 13:44:00,2011-11-15 14:30:00,53,23,1.13
16253.0,3683.86,2,2011-03-29 13:33:00,2011-10-04 09:09:00,188,66,0.32
16258.0,5203.51,5,2011-05-04 14:33:00,2011-10-25 13:30:00,173,44,0.87
16265.0,5347.0,9,2010-12-10 10:21:00,2011-11-30 16:41:00,355,8,0.76
16303.0,5360.63,3,2011-01-10 14:16:00,2011-11-14 10:49:00,307,25,0.29
