CustomerID,TotalSpent,OrderCount,FirstInvoiceDate,LastInvoiceDate,CustomerLifespan,Recency,PurchaseFrequency,Segment,SegmentLabel
12371.0,1527.96,1,2011-10-11 10:43:00,2011-10-11 10:43:00,1,59,30.0,1,BudgetIrregular
12372.0,1196.04,3,2011-02-16 12:46:00,2011-09-29 12:12:00,224,71,0.4,0,BudgetRegular
12373.0,324.6,1,2011-02-01 13:10:00,2011-02-01 13:10:00,1,310,30.0,3,HighSpendingIrregular
12374.0,622.93,1,2011-11-14 15:37:00,2011-11-14 15:37:00,1,24,30.0,1,BudgetIrregular
12375.0,377.5,2,2011-09-02 14:23:00,2011-11-29 10:36:00,87,10,0.69,0,BudgetRegular
12377.0,1548.12,2,2010-12-20 09:37:00,2011-01-28 15:45:00,39,314,1.54,3,HighSpendingIrregular
12379.0,777.24,2,2011-06-22 16:32:00,2011-09-19 10:09:00,88,81,0.68,0,BudgetRegular
12380.0,2427.81,4,2011-06-07 09:49:00,2011-11-18 11:27:00,164,21,0.73,2,HighValueIrregular
12381.0,1474.81,3,2011-08-12 09:57:00,2011-12-05 12:44:00,115,4,0.78,0,BudgetRegular
12383.0,1628.56,5,2010-12-22 14:28:00,2011-06-08 08:02:00,167,184,0.9,0,BudgetRegular
12384.0,425.27,2,2011-08-10 11:23:00,2011-11-11 08:39:00,92,28,0.65,0,BudgetRegular
12386.0,401.9,2,2010-12-08 09:53:00,2011-01-06 12:37:00,29,337,2.07,3,HighSpendingIrregular
12388.0,2780.66,6,2011-01-17 11:12:00,2011-11-24 12:30:00,311,15,0.58,2,HighValueIrregular
12390.0,504.84,1,2011-09-21 09:33:00,2011-09-21 09:33:00,1,79,30.0,1,BudgetIrregular
12391.0,460.89,1,2011-11-18 12:07:00,2011-11-18 12:07:00,1,21,30.0,1,BudgetIrregular
12393.0,1582.6,4,2011-01-11 09:47:00,2011-09-28 15:41:00,260,71,0.46,0,BudgetRegular
12394.0,1080.48,2,2011-05-06 14:01:00,2011-10-07 08:08:00,153,63,0.39,0,BudgetRegular
12395.0,2682.63,12,2010-12-03 16:35:00,2011-11-20 15:21:00,351,18,1.03,2,HighValueIrregular
12397.0,2214.9,2,2011-07-27 14:21:00,2011-11-04 09:52:00,99,35,0.61,2,HighValueIrregular
12398.0,1435.66,1,2011-10-25 10:27:00,2011-10-25 10:27:00,1,45,30.0,1,BudgetIrregular
12399.0,1033.65,4,2011-03-23 09:42:00,2011-08-12 13:15:00,142,118,0.85,0,BudgetRegular
12401.0,69.3,1,2011-02-09 13:50:00,2011-02-09 13:50:00,1,302,30.0,3,HighSpendingIrregular
12402.0,195.6,1,2011-01-20 13:49:00,2011-01-20 13:49:00,1,322,30.0,3,HighSpendingIrregular
12403.0,391.7,1,2011-10-21 10:51:00,2011-10-21 10:51:00,1,49,30.0,1,BudgetIrregular
12405.0,1390.39,1,2011-07-14 08:52:00,2011-07-14 08:52:00,1,148,30.0,1,BudgetIrregular
12406.0,3415.3,2,2011-06-09 10:23:00,2011-11-17 19:22:00,161,21,0.37,2,HighValueIrregular
12407.0,1507.12,5,2011-03-20 13:21:00,2011-10-21 10:11:00,214,49,0.7,0,BudgetRegular
12408.0,2618.55,5,2011-03-24 14:46:00,2011-11-07 12:27:00,227,32,0.66,2,HighValueIrregular
12410.0,533.33,2,2011-02-04 10:38:00,2011-02-04 10:39:00,1,308,60.0,3,HighSpendingIrregular
12412.0,1142.88,3,2011-06-23 13:51:00,2011-09-26 10:16:00,94,74,0.96,0,BudgetRegular
12413.0,686.1,3,2011-01-06 16:12:00,2011-10-04 09:00:00,270,66,0.33,0,BudgetRegular
12414.0,442.41,3,2011-02-02 14:51:00,2011-05-06 14:51:00,93,216,0.97,0,BudgetRegular
12417.0,3226.1,9,2010-12-17 11:51:00,2011-12-06 14:52:00,354,2,0.76,2,HighValueIrregular
12418.0,668.58,1,2011-08-19 11:08:00,2011-08-19 11:08:00,1,112,30.0,1,BudgetIrregular
12420.0,600.39,1,2011-10-07 08:55:00,2011-10-07 08:55:00,1,63,30.0,1,BudgetIrregular
12421.0,639.04,4,2011-01-24 15:09:00,2011-11-24 09:07:00,303,15,0.4,0,BudgetRegular
12422.0,683.5600000000001,3,2011-01-19 09:13:00,2011-09-05 09:48:00,229,95,0.39,0,BudgetRegular
12423.0,1634.31,8,2010-12-21 10:54:00,2011-12-09 10:10:00,352,0,0.68,2,HighValueIrregular
12424.0,1760.96,2,2011-06-30 12:06:00,2011-06-30 12:06:00,1,162,60.0,1,BudgetIrregular
12425.0,777.2,1,2011-09-22 17:31:00,2011-09-22 17:31:00,1,77,30.0,1,BudgetIrregular
12426.0,510.73,1,2011-05-29 12:26:00,2011-05-29 12:26:00,1,194,30.0,3,HighSpendingIrregular
12427.0,699.8,3,2010-12-03 10:44:00,2011-11-18 08:56:00,349,21,0.26,0,BudgetRegular
12429.0,3388.4,4,2010-12-09 12:05:00,2011-11-30 17:22:00,356,8,0.34,2,HighValueIrregular
12430.0,216.4,1,2011-10-27 15:09:00,2011-10-27 15:09:00,1,42,30.0,1,BudgetIrregular
12434.0,806.14,2,2011-03-24 13:05:00,2011-09-16 12:38:00,175,84,0.34,0,BudgetRegular
12436.0,429.0100000000001,1,2011-09-01 12:09:00,2011-09-01 12:09:00,1,99,30.0,1,BudgetIrregular
12438.0,2466.85,2,2011-07-22 13:29:00,2011-11-25 13:28:00,125,13,0.48,2,HighValueIrregular
12441.0,155.55,1,2010-12-08 10:45:00,2010-12-08 10:45:00,1,366,30.0,3,HighSpendingIrregular
12442.0,144.06,1,2011-12-06 14:22:00,2011-12-06 14:22:00,1,2,30.0,1,BudgetIrregular
12445.0,77.4,1,2011-11-17 18:43:00,2011-11-17 18:43:00,1,21,30.0,1,BudgetIrregular
12446.0,1002.31,1,2011-10-13 12:50:00,2011-10-13 12:50:00,1,57,30.0,1,BudgetIrregular
12447.0,431.49,1,2011-04-10 13:25:00,2011-04-10 13:25:00,1,242,30.0,3,HighSpendingIrregular
12448.0,365.45,1,2011-10-26 13:46:00,2011-10-26 13:46:00,1,43,30.0,1,BudgetIrregular
12449.0,3596.29,4,2011-06-05 15:37:00,2011-11-17 13:46:00,164,21,0.73,2,HighValueIrregular
12450.0,197.88,2,2011-06-19 14:36:00,2011-07-06 14:41:00,17,155,3.53,0,BudgetRegular
12452.0,348.57,1,2011-11-23 08:05:00,2011-11-23 08:05:00,1,16,30.0,1,BudgetIrregular
12453.0,707.09,1,2011-07-28 14:08:00,2011-07-28 14:08:00,1,133,30.0,1,BudgetIrregular
12454.0,3528.34,1,2011-10-14 17:13:00,2011-10-14 17:13:00,1,55,30.0,2,HighValueIrregular
12455.0,2339.86,5,2011-02-16 09:56:00,2011-09-27 15:31:00,223,72,0.67,2,HighValueIrregular
12456.0,2581.04,3,2011-03-30 09:12:00,2011-10-26 14:41:00,210,43,0.43,2,HighValueIrregular
12457.0,2043.23,6,2011-04-14 18:57:00,2011-10-04 13:13:00,172,65,1.05,2,HighValueIrregular
12458.0,787.4,2,2011-02-28 10:55:00,2011-09-29 15:25:00,213,70,0.28,0,BudgetRegular
12461.0,626.88,1,2011-07-08 10:23:00,2011-07-08 10:23:00,1,154,30.0,1,BudgetIrregular
12462.0,937.59,2,2011-02-09 14:44:00,2011-11-21 09:11:00,284,18,0.21,0,BudgetRegular
12463.0,1200.78,4,2011-04-12 12:47:00,2011-10-17 13:44:00,188,52,0.64,0,BudgetRegular
12464.0,957.05,8,2011-02-03 13:30:00,2011-11-29 13:33:00,299,9,0.8,0,BudgetRegular
12465.0,682.1899999999999,2,2011-06-23 13:37:00,2011-11-22 16:34:00,152,16,0.39,0,BudgetRegular
12468.0,657.54,2,2011-01-27 13:29:00,2011-06-05 11:36:00,128,187,0.47,0,BudgetRegular
12473.0,2596.23,3,2011-06-01 10:15:00,2011-10-17 11:27:00,138,53,0.65,2,HighValueIrregular
12475.0,669.38,1,2011-10-17 10:10:00,2011-10-17 10:10:00,1,53,30.0,1,BudgetIrregular
12478.0,545.99,1,2011-12-06 09:56:00,2011-12-06 09:56:00,1,3,30.0,1,BudgetIrregular
12479.0,473.2,1,2011-11-28 13:26:00,2011-11-28 13:26:00,1,10,30.0,1,BudgetIrregular
12480.0,2885.63,4,2011-01-07 15:27:00,2011-11-11 14:52:00,307,27,0.39,2,HighValueIrregular
12483.0,1910.98,8,2011-01-04 14:20:00,2011-11-22 17:02:00,322,16,0.75,2,HighValueIrregular
12488.0,1244.66,3,2011-09-25 10:34:00,2011-11-30 08:50:00,65,9,1.38,0,BudgetRegular
12489.0,298.93,1,2011-01-07 13:13:00,2011-01-07 13:13:00,1,335,30.0,3,HighSpendingIrregular
12491.0,424.4,1,2011-11-01 12:18:00,2011-11-01 12:18:00,1,38,30.0,1,BudgetIrregular
12492.0,227.21,2,2011-08-26 14:51:00,2011-10-07 15:15:00,42,62,1.43,0,BudgetRegular
12493.0,379.74,2,2011-05-26 14:53:00,2011-06-27 10:17:00,31,165,1.94,0,BudgetRegular
12494.0,1084.1,7,2010-12-09 11:31:00,2011-11-24 09:34:00,349,15,0.6,0,BudgetRegular
12497.0,953.1,1,2011-09-19 12:29:00,2011-09-19 12:29:00,1,81,30.0,1,BudgetIrregular
12498.0,349.70000000000005,3,2011-10-13 09:30:00,2011-11-18 12:53:00,36,20,2.5,0,BudgetRegular
12501.0,2025.39,1,2011-01-07 12:28:00,2011-01-07 12:28:00,1,336,30.0,3,HighSpendingIrregular
12502.0,2995.87,5,2011-02-03 10:41:00,2011-09-05 11:52:00,214,95,0.7,2,HighValueIrregular
12504.0,428.05,2,2011-11-09 14:56:00,2011-11-21 16:02:00,12,17,5.0,0,BudgetRegular
12506.0,73.5,1,2011-04-21 08:54:00,2011-04-21 08:54:00,1,232,30.0,3,HighSpendingIrregular
12507.0,1052.81,3,2011-02-14 09:24:00,2011-07-28 17:09:00,164,133,0.55,0,BudgetRegular
12508.0,398.27,2,2011-11-10 16:27:00,2011-11-13 15:37:00,2,25,30.0,1,BudgetIrregular
12509.0,158.5,1,2011-02-28 14:45:00,2011-02-28 14:45:00,1,283,30.0,3,HighSpendingIrregular
12510.0,814.5699999999999,2,2011-01-18 14:04:00,2011-07-20 10:15:00,182,142,0.33,0,BudgetRegular
12512.0,138.03,2,2011-10-04 14:53:00,2011-10-04 14:55:00,1,65,60.0,1,BudgetIrregular
12513.0,558.29,1,2011-08-19 10:51:00,2011-08-19 10:51:00,1,112,30.0,1,BudgetIrregular
12514.0,1017.68,1,2011-03-17 16:38:00,2011-03-17 16:38:00,1,266,30.0,3,HighSpendingIrregular
12515.0,278.7,1,2010-12-21 15:43:00,2010-12-21 15:43:00,1,352,30.0,3,HighSpendingIrregular
12516.0,1186.06,2,2011-06-12 11:37:00,2011-09-23 09:13:00,102,77,0.59,0,BudgetRegular
12517.0,2322.84,4,2011-06-02 15:13:00,2011-11-11 13:57:00,161,27,0.75,2,HighValueIrregular
12518.0,1840.89,5,2011-08-21 13:18:00,2011-12-09 10:13:00,109,0,1.38,2,HighValueIrregular
12519.0,286.84,1,2011-10-07 09:26:00,2011-10-07 09:26:00,1,63,30.0,1,BudgetIrregular
12520.0,2346.26,5,2011-03-11 11:35:00,2011-09-21 15:23:00,194,78,0.77,2,HighValueIrregular
12521.0,545.68,1,2011-07-20 10:51:00,2011-07-20 10:51:00,1,142,30.0,1,BudgetIrregular
12522.0,156.72,2,2011-10-19 14:41:00,2011-10-31 15:30:00,12,38,5.0,0,BudgetRegular
12523.0,1699.77,11,2011-01-12 09:43:00,2011-11-20 12:55:00,312,18,1.06,2,HighValueIrregular
12526.0,1172.66,3,2011-09-06 14:19:00,2011-12-09 12:09:00,93,0,0.97,0,BudgetRegular
12527.0,330.71000000000004,3,2011-01-18 12:05:00,2011-09-19 11:55:00,243,81,0.37,0,BudgetRegular
12528.0,1645.48,6,2011-01-31 09:05:00,2011-11-30 14:40:00,303,8,0.59,2,HighValueIrregular
12530.0,1500.28,4,2011-01-07 10:04:00,2011-10-11 12:34:00,277,59,0.43,0,BudgetRegular
12531.0,125.22,1,2011-11-25 11:12:00,2011-11-25 11:12:00,1,14,30.0,1,BudgetIrregular
12532.0,313.83000000000004,1,2011-11-09 13:47:00,2011-11-09 13:47:00,1,29,30.0,1,BudgetIrregular
12534.0,981.18,1,2011-08-01 10:26:00,2011-08-01 10:26:00,1,130,30.0,1,BudgetIrregular
12535.0,716.35,2,2011-06-06 12:47:00,2011-09-09 08:48:00,94,91,0.64,0,BudgetRegular
12538.0,363.95,1,2011-11-10 17:16:00,2011-11-10 17:16:00,1,28,30.0,1,BudgetIrregular
12541.0,841.18,3,2011-03-04 09:32:00,2011-11-10 10:40:00,251,29,0.36,0,BudgetRegular
12544.0,316.7,1,2011-11-03 16:15:00,2011-11-03 16:15:00,1,35,30.0,1,BudgetIrregular
12545.0,832.39,2,2011-03-25 12:04:00,2011-09-25 13:39:00,184,74,0.33,0,BudgetRegular
12546.0,1021.5,2,2011-09-23 09:44:00,2011-10-24 12:09:00,31,46,1.94,0,BudgetRegular
12547.0,151.79999999999998,2,2011-03-04 12:46:00,2011-05-26 12:38:00,82,197,0.73,0,BudgetRegular
12548.0,67.19999999999999,1,2011-06-26 15:35:00,2011-06-26 15:35:00,1,165,30.0,1,BudgetIrregular
12550.0,824.83,1,2011-09-21 14:35:00,2011-09-21 14:35:00,1,78,30.0,1,BudgetIrregular
12551.0,168.0,1,2010-12-17 11:23:00,2010-12-17 11:23:00,1,357,30.0,3,HighSpendingIrregular
12552.0,317.82,1,2011-10-31 12:11:00,2011-10-31 12:11:00,1,39,30.0,1,BudgetIrregular
12553.0,3278.28,10,2011-01-14 10:42:00,2011-12-01 16:38:00,321,7,0.93,2,HighValueIrregular
12556.0,603.71,2,2011-07-11 13:35:00,2011-10-20 13:06:00,100,49,0.6,0,BudgetRegular
12558.0,269.96,1,2011-12-02 10:41:00,2011-12-02 10:41:00,1,7,30.0,1,BudgetIrregular
12559.0,525.71,2,2011-01-24 10:12:00,2011-02-02 09:49:00,8,310,7.5,3,HighSpendingIrregular
12560.0,1918.01,2,2011-07-19 15:55:00,2011-12-04 13:54:00,137,4,0.44,2,HighValueIrregular
12561.0,238.85,1,2011-02-10 11:39:00,2011-02-10 11:39:00,1,302,30.0,3,HighSpendingIrregular
12562.0,3385.74,7,2011-05-25 12:44:00,2011-12-01 17:20:00,190,7,1.11,2,HighValueIrregular
12564.0,402.9,1,2011-03-23 14:55:00,2011-03-23 14:55:00,1,260,30.0,3,HighSpendingIrregular
12565.0,145.92,1,2011-02-24 10:34:00,2011-02-24 10:34:00,1,288,30.0,3,HighSpendingIrregular
12566.0,297.65,1,2011-09-14 14:30:00,2011-09-14 14:30:00,1,85,30.0,1,BudgetIrregular
12569.0,3152.69,32,2011-04-01 13:47:00,2011-12-07 16:24:00,250,1,3.84,2,HighValueIrregular
12571.0,519.61,2,2011-08-10 12:35:00,2011-10-31 10:19:00,81,39,0.74,0,BudgetRegular
12572.0,912.42,2,2011-10-19 08:20:00,2011-12-01 09:20:00,43,8,1.4,0,BudgetRegular
12573.0,160.54000000000002,1,2011-04-26 15:52:00,2011-04-26 15:52:00,1,226,30.0,3,HighSpendingIrregular
12574.0,182.45,1,2011-01-28 09:20:00,2011-01-28 09:20:00,1,315,30.0,3,HighSpendingIrregular
12576.0,1315.83,5,2011-02-08 11:31:00,2011-11-04 10:11:00,268,35,0.56,0,BudgetRegular
12577.0,653.85,3,2010-12-15 16:21:00,2011-11-04 13:24:00,323,34,0.28,0,BudgetRegular
12578.0,2402.51,2,2011-01-13 15:34:00,2011-11-18 13:30:00,308,20,0.19,2,HighValueIrregular
12579.0,386.42,1,2011-09-22 17:15:00,2011-09-22 17:15:00,1,77,30.0,1,BudgetIrregular
12580.0,379.7,1,2011-04-07 10:24:00,2011-04-07 10:24:00,1,246,30.0,3,HighSpendingIrregular
12581.0,179.71,1,2011-10-31 08:56:00,2011-10-31 08:56:00,1,39,30.0,1,BudgetIrregular
12582.0,351.36,2,2011-02-24 11:42:00,2011-04-15 08:45:00,49,238,1.22,0,BudgetRegular
12584.0,2254.15,9,2011-03-04 15:15:00,2011-12-06 09:35:00,276,3,0.98,2,HighValueIrregular
12585.0,1824.1,2,2010-12-23 12:58:00,2011-04-19 13:39:00,117,233,0.51,2,HighValueIrregular
12586.0,196.94000000000003,1,2011-11-22 16:24:00,2011-11-22 16:24:00,1,16,30.0,1,BudgetIrregular
12587.0,104.0,1,2011-12-02 12:47:00,2011-12-02 12:47:00,1,7,30.0,1,BudgetIrregular
12588.0,174.89999999999998,1,2011-10-31 15:01:00,2011-10-31 15:01:00,1,38,30.0,1,BudgetIrregular
12589.0,574.68,2,2011-07-18 12:05:00,2011-11-11 10:19:00,115,28,0.52,0,BudgetRegular
12591.0,368.85,1,2011-01-26 14:35:00,2011-01-26 14:35:00,1,316,30.0,3,HighSpendingIrregular
12592.0,401.6,2,2011-05-10 13:44:00,2011-09-08 15:04:00,121,91,0.5,0,BudgetRegular
12593.0,382.1,3,2011-05-05 09:29:00,2011-08-23 12:43:00,110,108,0.82,0,BudgetRegular
12594.0,3208.2200000000003,9,2011-01-21 09:52:00,2011-11-02 12:20:00,285,37,0.95,2,HighValueIrregular
12596.0,450.27,2,2011-04-11 13:22:00,2011-10-19 13:02:00,190,50,0.32,0,BudgetRegular
12597.0,3195.22,4,2011-03-16 14:00:00,2011-11-20 13:33:00,248,18,0.48,2,HighValueIrregular
12598.0,2807.08,7,2011-02-28 11:58:00,2011-11-30 12:18:00,275,9,0.76,2,HighValueIrregular
12599.0,888.58,7,2011-02-08 13:28:00,2011-11-10 13:34:00,275,28,0.76,0,BudgetRegular
12600.0,2311.04,10,2010-12-03 12:57:00,2011-11-11 10:29:00,342,28,0.88,2,HighValueIrregular
12601.0,487.06,5,2011-01-11 10:38:00,2011-06-03 10:17:00,142,189,1.06,0,BudgetRegular
12602.0,153.12,1,2011-10-12 11:22:00,2011-10-12 11:22:00,1,58,30.0,1,BudgetIrregular
12603.0,613.1999999999999,1,2011-11-18 10:42:00,2011-11-18 10:42:00,1,21,30.0,1,BudgetIrregular
12604.0,236.18,2,2011-03-23 12:06:00,2011-09-21 14:08:00,182,78,0.33,0,BudgetRegular
12607.0,1579.51,1,2011-10-10 16:06:00,2011-10-10 16:06:00,1,59,30.0,1,BudgetIrregular
12609.0,964.85,3,2011-01-25 15:13:00,2011-09-22 16:34:00,240,77,0.38,0,BudgetRegular
12610.0,1747.54,4,2011-08-05 13:52:00,2011-11-17 09:34:00,103,22,1.17,2,HighValueIrregular
12611.0,1193.32,1,2011-10-18 13:12:00,2011-10-18 13:12:00,1,51,30.0,1,BudgetIrregular
12612.0,668.0400000000001,1,2011-09-26 15:35:00,2011-09-26 15:35:00,1,73,30.0,1,BudgetIrregular
12613.0,3092.38,4,2011-03-22 15:42:00,2011-10-13 14:59:00,204,56,0.59,2,HighValueIrregular
12614.0,315.6,1,2011-03-07 10:22:00,2011-03-07 10:22:00,1,277,30.0,3,HighSpendingIrregular
12615.0,2093.19,4,2011-06-24 13:35:00,2011-12-07 15:02:00,166,1,0.72,2,HighValueIrregular
12616.0,641.3,2,2011-02-15 14:17:00,2011-09-05 15:17:00,202,94,0.3,0,BudgetRegular
12617.0,355.53,1,2011-11-10 14:39:00,2011-11-10 14:39:00,1,28,30.0,1,BudgetIrregular
12618.0,137.31,1,2011-11-18 11:10:00,2011-11-18 11:10:00,1,21,30.0,1,BudgetIrregular
12619.0,2945.56,8,2011-03-31 13:10:00,2011-11-23 14:52:00,237,15,1.01,2,HighValueIrregular
12620.0,1303.41,3,2011-05-19 12:10:00,2011-11-25 10:20:00,189,14,0.48,0,BudgetRegular
12622.0,162.1,1,2011-04-21 16:39:00,2011-04-21 16:39:00,1,231,30.0,3,HighSpendingIrregular
12623.0,269.1,1,2011-03-08 13:50:00,2011-03-08 13:50:00,1,275,30.0,3,HighSpendingIrregular
12624.0,569.13,2,2011-06-15 12:34:00,2011-08-25 15:04:00,71,105,0.85,0,BudgetRegular
12625.0,2413.82,2,2011-01-24 13:27:00,2011-05-12 09:54:00,107,211,0.56,2,HighValueIrregular
12628.0,732.46,3,2011-10-06 09:28:00,2011-12-05 13:15:00,60,3,1.5,0,BudgetRegular
12630.0,1030.88,2,2011-10-27 10:41:00,2011-11-30 10:48:00,34,9,1.76,0,BudgetRegular
12631.0,480.5,1,2011-10-13 13:53:00,2011-10-13 13:53:00,1,56,30.0,1,BudgetIrregular
12633.0,1929.98,4,2011-02-25 08:44:00,2011-10-12 11:40:00,229,58,0.52,2,HighValueIrregular
12635.0,1509.18,2,2011-07-08 08:43:00,2011-09-11 11:04:00,65,89,0.92,0,BudgetRegular
12638.0,511.69,1,2011-11-06 13:11:00,2011-11-06 13:11:00,1,32,30.0,1,BudgetIrregular
12639.0,366.1,1,2011-04-15 12:48:00,2011-04-15 12:48:00,1,238,30.0,3,HighSpendingIrregular
12640.0,994.58,3,2011-09-19 12:01:00,2011-11-16 11:52:00,57,23,1.58,0,BudgetRegular
12641.0,145.9,1,2011-08-16 13:26:00,2011-08-16 13:26:00,1,114,30.0,1,BudgetIrregular
12642.0,905.26,3,2011-08-24 09:23:00,2011-11-14 15:03:00,82,24,1.1,0,BudgetRegular
12643.0,3041.64,6,2011-01-11 11:48:00,2011-08-03 12:56:00,204,127,0.88,2,HighValueIrregular
12644.0,477.91,1,2011-08-02 10:33:00,2011-08-02 10:33:00,1,129,30.0,1,BudgetIrregular
12645.0,1631.18,4,2011-01-27 13:08:00,2011-11-06 12:38:00,282,33,0.43,2,HighValueIrregular
12646.0,1346.97,2,2011-10-21 12:52:00,2011-12-05 10:14:00,44,4,1.36,0,BudgetRegular
12647.0,3146.82,12,2010-12-05 14:02:00,2011-11-17 12:56:00,346,21,1.04,2,HighValueIrregular
12648.0,300.05,1,2011-07-08 11:55:00,2011-07-08 11:55:00,1,154,30.0,1,BudgetIrregular
12649.0,569.51,3,2011-05-11 14:37:00,2011-08-24 14:41:00,105,106,0.86,0,BudgetRegular
12650.0,242.44000000000003,1,2011-12-06 16:34:00,2011-12-06 16:34:00,1,2,30.0,1,BudgetIrregular
12651.0,114.0,1,2011-01-09 12:46:00,2011-01-09 12:46:00,1,334,30.0,3,HighSpendingIrregular
12652.0,793.98,1,2011-01-12 15:00:00,2011-01-12 15:00:00,1,330,30.0,3,HighSpendingIrregular
12653.0,2209.85,2,2011-02-16 10:53:00,2011-07-14 10:41:00,147,148,0.41,2,HighValueIrregular
12654.0,529.98,5,2011-02-17 13:16:00,2011-11-29 10:10:00,284,10,0.53,0,BudgetRegular
12656.0,3619.17,5,2011-04-20 09:20:00,2011-11-22 13:42:00,216,16,0.69,2,HighValueIrregular
12657.0,1427.18,4,2011-09-22 11:40:00,2011-11-28 15:47:00,67,10,1.79,0,BudgetRegular
12658.0,632.05,1,2011-11-21 10:22:00,2011-11-21 10:22:00,1,18,30.0,1,BudgetIrregular
12659.0,73.68,1,2011-11-10 11:53:00,2011-11-10 11:53:00,1,29,30.0,1,BudgetIrregular
12660.0,227.1,1,2011-11-28 13:26:00,2011-11-28 13:26:00,1,10,30.0,1,BudgetIrregular
12662.0,3543.78,11,2010-12-01 13:04:00,2011-12-09 11:59:00,372,0,0.89,2,HighValueIrregular
12665.0,45.0,1,2011-01-19 08:34:00,2011-01-19 08:34:00,1,324,30.0,3,HighSpendingIrregular
12667.0,460.13,1,2011-10-12 17:00:00,2011-10-12 17:00:00,1,57,30.0,1,BudgetIrregular
12668.0,3177.15,4,2010-12-19 12:46:00,2011-11-28 10:56:00,343,11,0.35,2,HighValueIrregular
12669.0,1427.73,2,2011-03-28 10:15:00,2011-07-12 09:54:00,105,150,0.57,0,BudgetRegular
12670.0,2744.05,5,2011-04-21 10:16:00,2011-11-29 15:23:00,222,9,0.68,2,HighValueIrregular
12672.0,225.9,1,2011-01-14 09:20:00,2011-01-14 09:20:00,1,329,30.0,3,HighSpendingIrregular
12673.0,574.52,2,2011-01-17 11:46:00,2011-12-04 13:55:00,321,4,0.19,0,BudgetRegular
12674.0,1844.6,4,2011-05-16 09:10:00,2011-11-01 12:12:00,169,38,0.71,2,HighValueIrregular
12676.0,1091.39,6,2011-02-01 15:41:00,2011-11-15 12:25:00,286,24,0.63,0,BudgetRegular
12679.0,951.02,4,2011-03-01 12:26:00,2011-10-12 12:30:00,225,58,0.53,0,BudgetRegular
12680.0,790.81,4,2011-08-18 15:44:00,2011-12-09 12:50:00,112,0,1.07,0,BudgetRegular
12684.0,2073.63,6,2011-05-10 12:55:00,2011-12-02 09:53:00,205,7,0.88,2,HighValueIrregular
12685.0,2575.08,6,2011-09-07 10:28:00,2011-11-11 13:46:00,65,27,2.77,2,HighValueIrregular
12686.0,71.14,1,2010-12-03 09:51:00,2010-12-03 09:51:00,1,371,30.0,3,HighSpendingIrregular
12689.0,1139.61,2,2011-08-04 10:04:00,2011-11-14 08:31:00,101,25,0.59,0,BudgetRegular
12690.0,335.01,1,2011-05-18 09:09:00,2011-05-18 09:09:00,1,205,30.0,3,HighSpendingIrregular
12691.0,927.8,5,2010-12-17 14:46:00,2011-11-11 16:49:00,329,27,0.46,0,BudgetRegular
12693.0,711.91,4,2011-01-24 12:58:00,2011-08-04 17:51:00,192,126,0.62,0,BudgetRegular
12694.0,761.67,2,2011-06-09 17:48:00,2011-09-30 13:06:00,112,69,0.54,0,BudgetRegular
12695.0,582.1,4,2011-05-13 13:15:00,2011-12-02 13:22:00,203,6,0.59,0,BudgetRegular
12697.0,757.59,3,2011-06-23 15:44:00,2011-11-11 08:47:00,140,28,0.64,0,BudgetRegular
12701.0,725.71,2,2011-04-11 13:02:00,2011-09-21 10:47:00,162,79,0.37,0,BudgetRegular
