CustomerID,TotalSpent,OrderCount,FirstInvoiceDate,LastInvoiceDate,CustomerLifespan,Recency,PurchaseFrequency
12504.0,428.05,2,2011-11-09 14:56:00,2011-11-21 16:02:00,12,17,5.0
12506.0,73.5,1,2011-04-21 08:54:00,2011-04-21 08:54:00,1,232,30.0
12507.0,1052.81,3,2011-02-14 09:24:00,2011-07-28 17:09:00,164,133,0.55
12508.0,398.27,2,2011-11-10 16:27:00,2011-11-13 15:37:00,2,25,30.0
12509.0,158.5,1,2011-02-28 14:45:00,2011-02-28 14:45:00,1,283,30.0
12510.0,814.5699999999999,2,2011-01-18 14:04:00,2011-07-20 10:15:00,182,142,0.33
12512.0,138.03,2,2011-10-04 14:53:00,2011-10-04 14:55:00,1,65,60.0
12513.0,558.29,1,2011-08-19 10:51:00,2011-08-19 10:51:00,1,112,30.0
12514.0,1017.68,1,2011-03-17 16:38:00,2011-03-17 16:38:00,1,266,30.0
12515.0,278.7,1,2010-12-21 15:43:00,2010-12-21 15:43:00,1,352,30.0
12516.0,1186.06,2,2011-06-12 11:37:00,2011-09-23 09:13:00,102,77,0.59
12517.0,2322.84,4,2011-06-02 15:13:00,2011-11-11 13:57:00,161,27,0.75
12518.0,1840.89,5,2011-08-21 13:18:00,2011-12-09 10:13:00,109,0,1.38
12519.0,286.84,1,2011-10-07 09:26:00,2011-10-07 09:26:00,1,63,30.0
12520.0,2346.26,5,2011-03-11 11:35:00,2011-09-21 15:23:00,194,78,0.77
12521.0,545.68,1,2011-07-20 10:51:00,2011-07-20 10:51:00,1,142,30.0
12522.0,156.72,2,2011-10-19 14:41:00,2011-10-31 15:30:00,12,38,5.0
12523.0,1699.77,11,2011-01-12 09:43:00,2011-11-20 12:55:00,312,18,1.06
12526.0,1172.66,3,2011-09-06 14:19:00,2011-12-09 12:09:00,93,0,0.97
12527.0,330.71000000000004,3,2011-01-18 12:05:00,2011-09-19 11:55:00,243,81,0.37
12528.0,1645.48,6,2011-01-31 09:05:00,2011-11-30 14:40:00,303,8,0.59
12530.0,1500.28,4,2011-01-07 10:04:00,2011-10-11 12:34:00,277,59,0.43
12531.0,125.22,1,2011-11-25 11:12:00,2011-11-25 11:12:00,1,14,30.0
12532.0,313.83000000000004,1,2011-11-09 13:47:00,2011-11-09 13:47:00,1,29,30.0
12534.0,981.18,1,2011-08-01 10:26:00,2011-08-01 10:26:00,1,130,30.0
12535.0,716.35,2,2011-06-06 12:47:00,2011-09-09 08:48:00,94,91,0.64
12538.0,363.95,1,2011-11-10 17:16:00,2011-11-10 17:16:00,1,28,30.0
12541.0,841.18,3,2011-03-04 09:32:00,2011-11-10 10:40:00,251,29,0.36
12544.0,316.7,1,2011-11-03 16:15:00,2011-11-03 16:15:00,1,35,30.0
12545.0,832.39,2,2011-03-25 12:04:00,2011-09-25 13:39:00,184,74,0.33
12546.0,1021.5,2,2011-09-23 09:44:00,2011-10-24 12:09:00,31,46,1.94
12547.0,151.79999999999998,2,2011-03-04 12:46:00,2011-05-26 12:38:00,82,197,0.73
12548.0,67.19999999999999,1,2011-06-26 15:35:00,2011-06-26 15:35:00,1,165,30.0
12550.0,824.83,1,2011-09-21 14:35:00,2011-09-21 14:35:00,1,78,30.0
12551.0,168.0,1,2010-12-17 11:23:00,2010-12-17 11:23:00,1,357,30.0
12552.0,317.82,1,2011-10-31 12:11:00,2011-10-31 12:11:00,1,39,30.0
12553.0,3278.28,10,2011-01-14 10:42:00,2011-12-01 16:38:00,321,7,0.93
12556.0,603.71,2,2011-07-11 13:35:00,2011-10-20 13:06:00,100,49,0.6
12558.0,269.96,1,2011-12-02 10:41:00,2011-12-02 10:41:00,1,7,30.0
12559.0,525.71,2,2011-01-24 10:12:00,2011-02-02 09:49:00,8,310,7.5
12560.0,1918.01,2,2011-07-19 15:55:00,2011-12-04 13:54:00,137,4,0.44
12561.0,238.85,1,2011-02-10 11:39:00,2011-02-10 11:39:00,1,302,30.0
12562.0,3385.74,7,2011-05-25 12:44:00,2011-12-01 17:20:00,190,7,1.11
12564.0,402.9,1,2011-03-23 14:55:00,2011-03-23 14:55:00,1,260,30.0
12565.0,145.92,1,2011-02-24 10:34:00,2011-02-24 10:34:00,1,288,30.0
12566.0,297.65,1,2011-09-14 14:30:00,2011-09-14 14:30:00,1,85,30.0
12569.0,3152.69,32,2011-04-01 13:47:00,2011-12-07 16:24:00,250,1,3.84
12571.0,519.61,2,2011-08-10 12:35:00,2011-10-31 10:19:00,81,39,0.74
12572.0,912.42,2,2011-10-19 08:20:00,2011-12-01 09:20:00,43,8,1.4
12573.0,160.54000000000002,1,2011-04-26 15:52:00,2011-04-26 15:52:00,1,226,30.0
12574.0,182.45,1,2011-01-28 09:20:00,2011-01-28 09:20:00,1,315,30.0
12576.0,1315.83,5,2011-02-08 11:31:00,2011-11-04 10:11:00,268,35,0.56
12577.0,653.85,3,2010-12-15 16:21:00,2011-11-04 13:24:00,323,34,0.28
12578.0,2402.51,2,2011-01-13 15:34:00,2011-11-18 13:30:00,308,20,0.19
12579.0,386.42,1,2011-09-22 17:15:00,2011-09-22 17:15:00,1,77,30.0
12580.0,379.7,1,2011-04-07 10:24:00,2011-04-07 10:24:00,1,246,30.0
12581.0,179.71,1,2011-10-31 08:56:00,2011-10-31 08:56:00,1,39,30.0
12582.0,351.36,2,2011-02-24 11:42:00,2011-04-15 08:45:00,49,238,1.22
12584.0,2254.15,9,2011-03-04 15:15:00,2011-12-06 09:35:00,276,3,0.98
12585.0,1824.1,2,2010-12-23 12:58:00,2011-04-19 13:39:00,117,233,0.51
12586.0,196.94000000000003,1,2011-11-22 16:24:00,2011-11-22 16:24:00,1,16,30.0
12587.0,104.0,1,2011-12-02 12:47:00,2011-12-02 12:47:00,1,7,30.0
12588.0,174.89999999999998,1,2011-10-31 15:01:00,2011-10-31 15:01:00,1,38,30.0
12589.0,574.68,2,2011-07-18 12:05:00,2011-11-11 10:19:00,115,28,0.52
12591.0,368.85,1,2011-01-26 14:35:00,2011-01-26 14:35:00,1,316,30.0
12592.0,401.6,2,2011-05-10 13:44:00,2011-09-08 15:04:00,121,91,0.5
12593.0,382.1,3,2011-05-05 09:29:00,2011-08-23 12:43:00,110,108,0.82
12594.0,3208.2200000000003,9,2011-01-21 09:52:00,2011-11-02 12:20:00,285,37,0.95
12596.0,450.27,2,2011-04-11 13:22:00,2011-10-19 13:02:00,190,50,0.32
12597.0,3195.22,4,2011-03-16 14:00:00,2011-11-20 13:33:00,248,18,0.48
12598.0,2807.08,7,2011-02-28 11:58:00,2011-11-30 12:18:00,275,9,0.76
12599.0,888.58,7,2011-02-08 13:28:00,2011-11-10 13:34:00,275,28,0.76
12600.0,2311.04,10,2010-12-03 12:57:00,2011-11-11 10:29:00,342,28,0.88
12601.0,487.06,5,2011-01-11 10:38:00,2011-06-03 10:17:00,142,189,1.06
12602.0,153.12,1,2011-10-12 11:22:00,2011-10-12 11:22:00,1,58,30.0
12603.0,613.1999999999999,1,2011-11-18 10:42:00,2011-11-18 10:42:00,1,21,30.0
12604.0,236.18,2,2011-03-23 12:06:00,2011-09-21 14:08:00,182,78,0.33
12607.0,1579.51,1,2011-10-10 16:06:00,2011-10-10 16:06:00,1,59,30.0
12609.0,964.85,3,2011-01-25 15:13:00,2011-09-22 16:34:00,240,77,0.38
12610.0,1747.54,4,2011-08-05 13:52:00,2011-11-17 09:34:00,103,22,1.17
12611.0,1193.32,1,2011-10-18 13:12:00,2011-10-18 13:12:00,1,51,30.0
12612.0,668.0400000000001,1,2011-09-26 15:35:00,2011-09-26 15:35:00,1,73,30.0
12613.0,3092.38,4,2011-03-22 15:42:00,2011-10-13 14:59:00,204,56,0.59
12614.0,315.6,1,2011-03-07 10:22:00,2011-03-07 10:22:00,1,277,30.0
12615.0,2093.19,4,2011-06-24 13:35:00,2011-12-07 15:02:00,166,1,0.72
12616.0,641.3,2,2011-02-15 14:17:00,2011-09-05 15:17:00,202,94,0.3
12617.0,355.53,1,2011-11-10 14:39:00,2011-11-10 14:39:00,1,28,30.0
12618.0,137.31,1,2011-11-18 11:10:00,2011-11-18 11:10:00,1,21,30.0
12619.0,2945.56,8,2011-03-31 13:10:00,2011-11-23 14:52:00,237,15,1.01
12620.0,1303.41,3,2011-05-19 12:10:00,2011-11-25 10:20:00,189,14,0.48
12622.0,162.1,1,2011-04-21 16:39:00,2011-04-21 16:39:00,1,231,30.0
12623.0,269.1,1,2011-03-08 13:50:00,2011-03-08 13:50:00,1,275,30.0
12624.0,569.13,2,2011-06-15 12:34:00,2011-08-25 15:04:00,71,105,0.85
12625.0,2413.82,2,2011-01-24 13:27:00,2011-05-12 09:54:00,107,211,0.56
12628.0,732.46,3,2011-10-06 09:28:00,2011-12-05 13:15:00,60,3,1.5
12630.0,1030.88,2,2011-10-27 10:41:00,2011-11-30 10:48:00,34,9,1.76
12631.0,480.5,1,2011-10-13 13:53:00,2011-10-13 13:53:00,1,56,30.0
12633.0,1929.98,4,2011-02-25 08:44:00,2011-10-12 11:40:00,229,58,0.52
12635.0,1509.18,2,2011-07-08 08:43:00,2011-09-11 11:04:00,65,89,0.92
12638.0,511.69,1,2011-11-06 13:11:00,2011-11-06 13:11:00,1,32,30.0
12639.0,366.1,1,2011-04-15 12:48:00,2011-04-15 12:48:00,1,238,30.0
12640.0,994.58,3,2011-09-19 12:01:00,2011-11-16 11:52:00,57,23,1.58
12641.0,145.9,1,2011-08-16 13:26:00,2011-08-16 13:26:00,1,114,30.0
12642.0,905.26,3,2011-08-24 09:23:00,2011-11-14 15:03:00,82,24,1.1
12643.0,3041.64,6,2011-01-11 11:48:00,2011-08-03 12:56:00,204,127,0.88
12644.0,477.91,1,2011-08-02 10:33:00,2011-08-02 10:33:00,1,129,30.0
12645.0,1631.18,4,2011-01-27 13:08:00,2011-11-06 12:38:00,282,33,0.43
12646.0,1346.97,2,2011-10-21 12:52:00,2011-12-05 10:14:00,44,4,1.36
12647.0,3146.82,12,2010-12-05 14:02:00,2011-11-17 12:56:00,346,21,1.04
12648.0,300.05,1,2011-07-08 11:55:00,2011-07-08 11:55:00,1,154,30.0
12649.0,569.51,3,2011-05-11 14:37:00,2011-08-24 14:41:00,105,106,0.86
12650.0,242.44000000000003,1,2011-12-06 16:34:00,2011-12-06 16:34:00,1,2,30.0
12651.0,114.0,1,2011-01-09 12:46:00,2011-01-09 12:46:00,1,334,30.0
12652.0,793.98,1,2011-01-12 15:00:00,2011-01-12 15:00:00,1,330,30.0
12653.0,2209.85,2,2011-02-16 10:53:00,2011-07-14 10:41:00,147,148,0.41
12654.0,529.98,5,2011-02-17 13:16:00,2011-11-29 10:10:00,284,10,0.53
12656.0,3619.17,5,2011-04-20 09:20:00,2011-11-22 13:42:00,216,16,0.69
12657.0,1427.18,4,2011-09-22 11:40:00,2011-11-28 15:47:00,67,10,1.79
12658.0,632.05,1,2011-11-21 10:22:00,2011-11-21 10:22:00,1,18,30.0
12659.0,73.68,1,2011-11-10 11:53:00,2011-11-10 11:53:00,1,29,30.0
12660.0,227.1,1,2011-11-28 13:26:00,2011-11-28 13:26:00,1,10,30.0
12662.0,3543.78,11,2010-12-01 13:04:00,2011-12-09 11:59:00,372,0,0.89
12665.0,45.0,1,2011-01-19 08:34:00,2011-01-19 08:34:00,1,324,30.0
12667.0,460.13,1,2011-10-12 17:00:00,2011-10-12 17:00:00,1,57,30.0
12668.0,3177.15,4,2010-12-19 12:46:00,2011-11-28 10:56:00,343,11,0.35
12669.0,1427.73,2,2011-03-28 10:15:00,2011-07-12 09:54:00,105,150,0.57
12670.0,2744.05,5,2011-04-21 10:16:00,2011-11-29 15:23:00,222,9,0.68
12672.0,225.9,1,2011-01-14 09:20:00,2011-01-14 09:20:00,1,329,30.0
12673.0,574.52,2,2011-01-17 11:46:00,2011-12-04 13:55:00,321,4,0.19
12674.0,1844.6,4,2011-05-16 09:10:00,2011-11-01 12:12:00,169,38,0.71
12676.0,1091.39,6,2011-02-01 15:41:00,2011-11-15 12:25:00,286,24,0.63
12679.0,951.02,4,2011-03-01 12:26:00,2011-10-12 12:30:00,225,58,0.53
12680.0,790.81,4,2011-08-18 15:44:00,2011-12-09 12:50:00,112,0,1.07
12684.0,2073.63,6,2011-05-10 12:55:00,2011-12-02 09:53:00,205,7,0.88
12685.0,2575.08,6,2011-09-07 10:28:00,2011-11-11 13:46:00,65,27,2.77
12686.0,71.14,1,2010-12-03 09:51:00,2010-12-03 09:51:00,1,371,30.0
12689.0,1139.61,2,2011-08-04 10:04:00,2011-11-14 08:31:00,101,25,0.59
12690.0,335.01,1,2011-05-18 09:09:00,2011-05-18 09:09:00,1,205,30.0
12691.0,927.8,5,2010-12-17 14:46:00,2011-11-11 16:49:00,329,27,0.46
12693.0,711.91,4,2011-01-24 12:58:00,2011-08-04 17:51:00,192,126,0.62
12694.0,761.67,2,2011-06-09 17:48:00,2011-09-30 13:06:00,112,69,0.54
12695.0,582.1,4,2011-05-13 13:15:00,2011-12-02 13:22:00,203,6,0.59
12697.0,757.59,3,2011-06-23 15:44:00,2011-11-11 08:47:00,140,28,0.64
12701.0,725.71,2,2011-04-11 13:02:00,2011-09-21 10:47:00,162,79,0.37
12702.0,201.0,1,2011-11-20 10:36:00,2011-11-20 10:36:00,1,19,30.0
12703.0,265.55,1,2011-09-29 17:52:00,2011-09-29 17:52:00,1,70,30.0
12704.0,1740.84,8,2011-06-23 10:20:00,2011-12-02 13:15:00,162,6,1.48
12707.0,603.42,1,2011-02-21 08:38:00,2011-02-21 08:38:00,1,291,30.0
12708.0,2442.91,10,2010-12-06 10:43:00,2011-11-10 09:52:00,338,29,0.89
12710.0,1023.02,3,2011-05-22 14:05:00,2011-09-04 12:00:00,104,96,0.87
12713.0,794.55,1,2011-12-09 12:16:00,2011-12-09 12:16:00,1,0,30.0
12715.0,273.86,1,2011-08-25 15:22:00,2011-08-25 15:22:00,1,105,30.0
12716.0,963.49,2,2011-07-29 13:28:00,2011-12-06 08:55:00,129,3,0.47
12717.0,830.98,2,2011-04-08 10:32:00,2011-07-11 14:47:00,94,150,0.64
12718.0,202.25,1,2011-09-29 16:38:00,2011-09-29 16:38:00,1,70,30.0
12719.0,572.95,2,2011-10-05 14:50:00,2011-12-04 13:45:00,59,4,1.02
12721.0,2386.13,6,2010-12-20 11:38:00,2011-11-08 12:13:00,323,31,0.56
12722.0,979.63,4,2011-07-12 11:55:00,2011-09-15 14:50:00,65,84,1.85
12723.0,707.07,5,2011-10-05 15:52:00,2011-12-06 10:19:00,61,3,2.46
12724.0,923.41,4,2011-01-11 15:00:00,2011-12-04 16:02:00,327,4,0.37
12725.0,371.8,1,2010-12-03 15:45:00,2010-12-03 15:45:00,1,370,30.0
12726.0,2411.1,7,2010-12-17 12:56:00,2011-11-11 13:35:00,329,27,0.64
12727.0,3440.7,7,2011-01-23 15:17:00,2011-11-29 11:46:00,309,10,0.68
12728.0,728.33,4,2011-01-11 13:31:00,2011-09-29 15:31:00,261,70,0.46
12729.0,417.01,1,2011-08-18 11:40:00,2011-08-18 11:40:00,1,113,30.0
12732.0,218.26,1,2011-06-13 11:33:00,2011-06-13 11:33:00,1,179,30.0
12733.0,383.95,1,2011-04-19 16:19:00,2011-04-19 16:19:00,1,233,30.0
12734.0,110.4,1,2010-12-22 12:47:00,2010-12-22 12:47:00,1,352,30.0
12735.0,689.5699999999999,2,2011-01-06 14:26:00,2011-01-28 13:37:00,21,314,2.86
12736.0,144.0,1,2011-01-11 07:57:00,2011-01-11 07:57:00,1,332,30.0
12738.0,137.35,1,2010-12-02 18:27:00,2010-12-02 18:27:00,1,371,30.0
12739.0,975.54,1,2011-09-01 17:45:00,2011-09-01 17:45:00,1,98,30.0
12740.0,427.6,1,2011-10-07 10:44:00,2011-10-07 10:44:00,1,63,30.0
12743.0,546.43,2,2011-07-28 16:06:00,2011-07-28 16:21:00,1,133,60.0
12750.0,275.88,1,2011-08-03 09:13:00,2011-08-03 09:13:00,1,128,30.0
12754.0,3010.74,3,2011-02-04 10:31:00,2011-04-18 09:00:00,72,235,1.25
12756.0,112.07999999999998,1,2011-09-14 09:31:00,2011-09-14 09:31:00,1,86,30.0
12758.0,2791.59,2,2011-03-08 12:05:00,2011-08-15 10:22:00,159,116,0.38
12759.0,1411.44,3,2011-03-09 08:09:00,2011-10-18 14:49:00,223,51,0.4
12762.0,1702.52,2,2011-11-14 14:23:00,2011-12-02 10:23:00,17,7,3.53
12763.0,494.08,2,2010-12-05 15:46:00,2011-07-24 14:12:00,230,137,0.26
12764.0,1693.88,1,2011-01-27 10:19:00,2011-01-27 10:19:00,1,316,30.0
12769.0,1143.6,1,2011-04-15 10:25:00,2011-04-15 10:25:00,1,238,30.0
12770.0,1351.45,1,2011-05-13 09:33:00,2011-05-13 09:33:00,1,210,30.0
12772.0,752.47,1,2011-10-11 09:19:00,2011-10-11 09:19:00,1,59,30.0
12775.0,1281.04,5,2011-02-01 13:45:00,2011-11-22 16:33:00,294,16,0.51
12778.0,693.23,6,2011-01-31 14:35:00,2011-11-20 11:30:00,292,19,0.62
12781.0,786.74,2,2011-02-28 08:43:00,2011-10-07 10:37:00,221,63,0.27
12782.0,1938.92,5,2010-12-17 11:30:00,2011-12-05 09:16:00,352,4,0.43
12783.0,1295.87,4,2011-09-25 15:35:00,2011-12-07 15:56:00,73,1,1.64
12784.0,518.42,1,2011-11-24 12:53:00,2011-11-24 12:53:00,1,14,30.0
12785.0,255.95,1,2010-12-10 13:48:00,2010-12-10 13:48:00,1,363,30.0
12787.0,418.66,3,2011-05-31 09:36:00,2011-11-30 08:44:00,182,9,0.49
12789.0,76.85,1,2011-10-05 13:34:00,2011-10-05 13:34:00,1,64,30.0
12790.0,294.92,1,2011-05-31 14:14:00,2011-05-31 14:14:00,1,191,30.0
12791.0,177.60000000000002,1,2010-12-01 11:27:00,2010-12-01 11:27:00,1,373,30.0
12792.0,344.54,1,2011-03-28 11:36:00,2011-03-28 11:36:00,1,256,30.0
12793.0,461.48,2,2010-12-03 15:14:00,2011-01-09 12:12:00,36,334,1.67
12794.0,860.41,2,2011-09-02 12:01:00,2011-10-17 14:54:00,45,52,1.33
12795.0,318.48,1,2011-11-21 10:27:00,2011-11-21 10:27:00,1,18,30.0
12797.0,226.03,1,2010-12-09 10:55:00,2010-12-09 10:55:00,1,365,30.0
12802.0,397.58,1,2011-06-06 09:36:00,2011-06-06 09:36:00,1,186,30.0
12808.0,455.65,3,2010-12-06 10:27:00,2011-11-03 10:05:00,331,36,0.27
12809.0,405.31,1,2011-06-15 10:51:00,2011-06-15 10:51:00,1,177,30.0
