CustomerID,TotalSpent,OrderCount,FirstInvoiceDate,LastInvoiceDate,CustomerLifespan,Recency,PurchaseFrequency,Segment
12839.0,5591.42,14,2010-12-07 15:48:00,2011-12-07 12:33:00,364,2,1.15,Pamper
12841.0,4022.35,25,2010-12-03 10:43:00,2011-12-05 11:13:00,367,4,2.04,Pamper
12867.0,4036.82,7,2010-12-14 16:39:00,2011-11-13 15:30:00,333,25,0.63,Pamper
12901.0,17654.54,28,2011-03-14 10:41:00,2011-12-01 10:07:00,261,8,3.22,Pamper
12921.0,16587.09,37,2010-12-01 15:06:00,2011-11-30 16:22:00,364,8,3.05,Pamper
12931.0,42055.96,15,2010-12-17 09:45:00,2011-11-18 12:39:00,336,21,1.34,Pamper
12939.0,11581.8,8,2011-01-09 11:20:00,2011-10-06 14:33:00,270,63,0.89,Pamper
12949.0,4167.22,8,2011-04-01 13:20:00,2011-11-09 11:25:00,221,30,1.09,Pamper
12955.0,4757.16,11,2011-03-17 09:03:00,2011-12-08 16:29:00,266,0,1.24,Pamper
12957.0,4017.54,8,2011-01-04 12:18:00,2011-11-30 09:53:00,329,9,0.73,Pamper
12971.0,11189.91,86,2010-12-02 16:42:00,2011-12-06 12:20:00,368,3,7.01,Pamper
12980.0,7374.900000000001,9,2010-12-16 11:36:00,2011-07-05 09:34:00,200,157,1.35,Pamper
12989.0,6924.110000000001,15,2010-12-10 13:24:00,2011-12-06 15:28:00,361,2,1.25,Pamper
13001.0,9818.82,13,2011-01-17 12:45:00,2011-12-05 14:51:00,322,3,1.21,Pamper
13004.0,5655.91,18,2010-12-17 08:20:00,2011-11-28 11:27:00,346,11,1.56,Pamper
13013.0,4810.9400000000005,13,2010-12-03 12:28:00,2011-12-08 15:01:00,370,0,1.05,Pamper
13018.0,7277.7,28,2011-02-17 11:05:00,2011-11-23 13:28:00,279,15,3.01,Pamper
13027.0,6912.0,6,2010-12-20 12:45:00,2011-08-18 09:39:00,240,113,0.75,Pamper
13050.0,5833.11,17,2010-12-08 09:30:00,2011-11-25 09:18:00,351,14,1.45,Pamper
13069.0,4436.12,24,2010-12-05 11:02:00,2011-12-09 08:39:00,368,0,1.96,Pamper
13078.0,12627.94,26,2010-12-08 09:07:00,2011-12-06 15:36:00,363,2,2.15,Pamper
13081.0,28337.38,11,2010-12-03 17:20:00,2011-11-28 10:54:00,359,11,0.92,Pamper
13089.0,58825.83,97,2010-12-05 10:27:00,2011-12-07 09:02:00,366,2,7.95,Pamper
13090.0,8895.82,13,2010-12-02 07:48:00,2011-12-01 12:39:00,364,8,1.07,Pamper
13093.0,7832.47,8,2010-12-01 15:00:00,2011-03-09 12:14:00,97,275,2.47,Pamper
13097.0,6010.42,10,2010-12-14 15:13:00,2011-11-07 10:43:00,327,32,0.92,Pamper
13098.0,28882.44,28,2011-01-26 13:46:00,2011-12-08 14:14:00,316,0,2.66,Pamper
13102.0,6424.09,24,2010-12-09 13:38:00,2011-12-08 12:52:00,363,0,1.98,Pamper
13113.0,12245.96,24,2010-12-08 13:21:00,2011-12-09 12:49:00,365,0,1.97,Pamper
13124.0,3866.33,3,2010-12-15 15:00:00,2011-09-11 12:45:00,269,89,0.33,Pamper
13137.0,3650.41,8,2011-02-04 11:54:00,2011-11-29 12:09:00,298,10,0.81,Pamper
13139.0,5064.94,7,2011-03-25 11:57:00,2011-11-23 13:54:00,243,15,0.86,Pamper
13148.0,3707.12,12,2010-12-10 13:06:00,2011-11-10 15:23:00,335,28,1.07,Pamper
13178.0,5725.47,11,2010-12-14 12:22:00,2011-11-13 16:14:00,334,25,0.99,Pamper
13183.0,3957.78,9,2011-01-09 10:50:00,2011-12-02 10:30:00,326,7,0.83,Pamper
13199.0,9802.12,37,2010-12-08 10:51:00,2011-12-06 12:30:00,363,3,3.06,Pamper
13209.0,5891.61,8,2010-12-13 10:31:00,2011-11-09 13:54:00,331,29,0.73,Pamper
13225.0,6463.84,7,2010-12-13 09:49:00,2011-12-06 13:29:00,358,2,0.59,Pamper
13263.0,7428.85,34,2011-01-18 16:31:00,2011-12-08 13:59:00,323,0,3.16,Pamper
13266.0,3834.26,12,2011-03-28 10:14:00,2011-11-28 14:39:00,245,10,1.47,Pamper
13267.0,4521.49,19,2010-12-08 09:20:00,2011-12-07 11:12:00,364,2,1.57,Pamper
13269.0,5346.2300000000005,15,2010-12-05 11:51:00,2011-12-08 14:53:00,368,0,1.22,Pamper
13316.0,5977.7300000000005,4,2011-03-30 13:01:00,2011-11-02 13:40:00,217,36,0.55,Pamper
13319.0,10845.55,26,2010-12-09 10:04:00,2011-12-04 13:34:00,360,4,2.17,Pamper
13324.0,7121.95,10,2010-12-14 09:50:00,2011-11-03 16:28:00,324,35,0.93,Pamper
13327.0,3627.77,8,2010-12-09 15:32:00,2011-11-01 10:21:00,326,38,0.74,Pamper
13340.0,10736.48,7,2011-03-08 11:39:00,2011-10-25 13:15:00,231,44,0.91,Pamper
13381.0,3639.31,6,2011-02-14 10:10:00,2011-11-08 11:58:00,267,31,0.67,Pamper
13384.0,4151.93,7,2011-06-14 12:47:00,2011-11-09 11:04:00,147,30,1.43,Pamper
13408.0,28117.04,62,2010-12-01 10:39:00,2011-12-08 09:05:00,371,1,5.01,Pamper
13418.0,6127.43,18,2010-12-02 10:45:00,2011-11-28 10:23:00,360,11,1.5,Pamper
13426.0,3641.32,10,2010-12-15 12:43:00,2011-12-09 08:59:00,358,0,0.84,Pamper
13435.0,3809.89,7,2011-06-03 17:07:00,2011-12-04 14:45:00,183,4,1.15,Pamper
13458.0,9646.57,14,2010-12-15 12:05:00,2011-12-02 15:29:00,352,6,1.19,Pamper
13468.0,5704.97,37,2010-12-01 15:08:00,2011-12-08 10:39:00,371,1,2.99,Pamper
13488.0,8968.31,13,2010-12-07 13:01:00,2011-11-22 14:41:00,350,16,1.11,Pamper
13505.0,3633.63,4,2011-04-21 12:07:00,2011-09-28 11:56:00,159,72,0.75,Pamper
13523.0,3964.88,5,2010-12-08 14:22:00,2011-11-06 15:11:00,333,32,0.45,Pamper
13534.0,5870.08,25,2010-12-16 15:23:00,2011-12-07 14:52:00,355,1,2.11,Pamper
13552.0,3740.07,12,2011-01-28 10:10:00,2011-10-04 15:19:00,249,65,1.45,Pamper
13555.0,4149.28,4,2011-05-22 11:06:00,2011-09-27 12:36:00,128,73,0.94,Pamper
13576.0,6717.34,18,2010-12-01 17:24:00,2011-11-29 15:34:00,362,9,1.49,Pamper
13599.0,5153.67,21,2010-12-08 10:11:00,2011-12-08 16:10:00,365,0,1.73,Pamper
13629.0,7792.36,11,2011-01-05 12:09:00,2011-11-16 13:21:00,315,22,1.05,Pamper
13668.0,6363.59,21,2010-12-12 12:35:00,2011-12-07 12:11:00,359,2,1.75,Pamper
13680.0,3722.42,4,2011-01-04 14:12:00,2011-12-08 13:47:00,337,0,0.36,Pamper
13694.0,65039.62,50,2010-12-01 12:12:00,2011-12-06 09:32:00,369,3,4.07,Pamper
13709.0,6328.05,13,2011-01-28 14:57:00,2011-12-06 10:28:00,311,3,1.25,Pamper
13756.0,5189.52,14,2010-12-07 11:41:00,2011-12-07 16:44:00,365,1,1.15,Pamper
13767.0,17220.36,37,2010-12-01 10:47:00,2011-12-07 15:00:00,371,1,2.99,Pamper
13777.0,25977.16,33,2010-12-01 16:01:00,2011-12-09 12:25:00,372,0,2.66,Pamper
13798.0,37153.85,57,2010-12-02 17:24:00,2011-12-08 15:51:00,370,0,4.62,Pamper
13802.0,4599.42,3,2011-02-01 12:03:00,2011-07-24 10:54:00,172,138,0.52,Pamper
13815.0,3667.36,4,2011-01-25 12:16:00,2011-11-17 14:19:00,296,21,0.41,Pamper
13854.0,8109.519999999999,25,2010-12-09 10:48:00,2011-12-01 09:06:00,356,8,2.11,Pamper
13871.0,6403.25,13,2011-02-04 09:30:00,2011-11-17 10:49:00,286,22,1.36,Pamper
13881.0,17159.52,20,2011-02-01 10:14:00,2011-12-06 12:50:00,308,3,1.95,Pamper
13941.0,5112.96,5,2010-12-02 10:17:00,2011-11-18 09:43:00,350,21,0.43,Pamper
13969.0,9053.94,18,2010-12-09 19:32:00,2011-12-02 15:11:00,357,6,1.51,Pamper
13985.0,7060.13,15,2011-03-20 13:48:00,2011-12-05 17:06:00,260,3,1.73,Pamper
13988.0,4147.96,6,2011-03-30 11:48:00,2011-11-20 10:15:00,234,19,0.77,Pamper
13999.0,3901.81,12,2010-12-13 11:23:00,2011-11-29 13:40:00,351,9,1.03,Pamper
14004.0,4582.64,7,2011-02-24 09:28:00,2011-10-27 14:40:00,245,42,0.86,Pamper
14016.0,4291.21,4,2010-12-17 14:21:00,2011-07-01 11:29:00,195,161,0.62,Pamper
14031.0,17286.86,19,2010-12-02 16:34:00,2011-12-02 17:13:00,365,6,1.56,Pamper
14049.0,5681.72,4,2011-01-26 11:27:00,2011-11-23 12:20:00,301,16,0.4,Pamper
14051.0,15610.39,23,2010-12-08 12:49:00,2011-12-09 10:20:00,365,0,1.89,Pamper
14056.0,8214.65,23,2011-02-28 15:19:00,2011-12-08 13:36:00,282,0,2.45,Pamper
14057.0,6217.96,17,2010-12-14 12:11:00,2011-11-16 10:32:00,336,23,1.52,Pamper
14060.0,6140.42,19,2010-12-02 12:11:00,2011-12-05 12:29:00,368,4,1.55,Pamper
14062.0,10464.85,12,2010-12-10 15:56:00,2011-11-30 10:04:00,354,9,1.02,Pamper
14085.0,4448.54,18,2010-12-06 12:39:00,2011-12-07 13:46:00,366,1,1.48,Pamper
14088.0,50491.81,13,2011-01-21 13:07:00,2011-11-29 16:16:00,312,9,1.25,Pamper
14092.0,4076.91,14,2010-12-16 15:47:00,2011-12-02 12:13:00,350,7,1.2,Pamper
14096.0,53258.43,17,2011-08-30 10:49:00,2011-12-05 17:17:00,97,3,5.26,Pamper
14101.0,5976.79,6,2011-01-17 13:09:00,2011-09-27 12:28:00,252,73,0.71,Pamper
14110.0,5683.15,12,2011-03-18 09:59:00,2011-12-06 12:26:00,263,3,1.37,Pamper
14135.0,4690.31,15,2010-12-02 10:27:00,2011-12-08 11:38:00,371,1,1.21,Pamper
14145.0,3742.2,4,2011-05-06 13:01:00,2011-10-24 12:10:00,170,46,0.71,Pamper
14146.0,4191.0,5,2010-12-17 15:52:00,2011-12-01 10:18:00,348,8,0.43,Pamper
14156.0,116729.63,54,2010-12-03 11:48:00,2011-11-30 10:54:00,361,9,4.49,Pamper
14159.0,4690.64,11,2010-12-12 11:17:00,2011-11-20 12:36:00,343,19,0.96,Pamper
14180.0,4748.52,25,2010-12-02 13:08:00,2011-11-29 10:56:00,361,10,2.08,Pamper
14189.0,4654.08,15,2010-12-06 11:42:00,2011-12-07 15:55:00,366,1,1.23,Pamper
14191.0,4684.76,13,2011-05-03 10:30:00,2011-12-08 09:23:00,218,1,1.79,Pamper
14194.0,11349.52,21,2011-02-04 14:51:00,2011-12-05 10:38:00,303,4,2.08,Pamper
14258.0,12669.98,9,2011-01-06 12:18:00,2011-11-30 15:27:00,328,8,0.82,Pamper
14277.0,4180.2,3,2011-05-11 13:20:00,2011-11-24 15:01:00,197,14,0.46,Pamper
14282.0,3729.34,15,2010-12-07 12:21:00,2011-12-06 17:04:00,364,2,1.24,Pamper
14286.0,4628.75,3,2011-04-11 08:16:00,2011-11-16 10:34:00,219,23,0.41,Pamper
14291.0,3883.25,11,2011-03-09 15:20:00,2011-12-08 10:26:00,273,1,1.21,Pamper
14292.0,4871.93,9,2011-03-02 08:26:00,2011-12-02 11:50:00,275,7,0.98,Pamper
14298.0,51527.3,44,2010-12-14 12:59:00,2011-12-01 13:12:00,352,7,3.75,Pamper
14299.0,3965.62,9,2010-12-09 10:30:00,2011-12-01 16:05:00,357,7,0.76,Pamper
14329.0,5014.84,7,2011-01-14 13:42:00,2011-11-22 15:50:00,312,16,0.67,Pamper
14364.0,3717.35,8,2011-05-12 12:56:00,2011-08-23 11:01:00,102,108,2.35,Pamper
14367.0,9261.52,16,2011-03-08 14:12:00,2011-12-01 13:19:00,267,7,1.8,Pamper
14390.0,4652.82,9,2010-12-02 11:57:00,2011-11-29 13:49:00,362,9,0.75,Pamper
14401.0,4051.48,13,2010-12-15 09:07:00,2011-12-05 13:30:00,355,3,1.1,Pamper
14415.0,5900.28,13,2010-12-14 13:31:00,2011-12-08 14:38:00,359,0,1.09,Pamper
14422.0,4263.64,6,2011-03-17 17:26:00,2011-12-09 11:26:00,266,0,0.68,Pamper
14426.0,4481.67,10,2011-01-31 09:51:00,2011-11-16 12:25:00,289,23,1.04,Pamper
14505.0,5905.64,8,2010-12-12 16:14:00,2011-11-22 15:45:00,344,16,0.7,Pamper
14525.0,4332.2,9,2010-12-13 17:40:00,2011-11-20 11:37:00,341,19,0.79,Pamper
14527.0,8507.82,55,2010-12-05 13:17:00,2011-12-07 12:19:00,366,2,4.51,Pamper
14534.0,4445.4,18,2011-01-25 12:33:00,2011-12-07 12:19:00,315,2,1.71,Pamper
14547.0,4007.54,8,2011-10-16 14:35:00,2011-12-06 11:06:00,50,3,4.8,Pamper
14562.0,5074.77,18,2011-02-08 14:45:00,2011-12-06 11:05:00,300,3,1.8,Pamper
14606.0,12006.65,90,2010-12-01 16:57:00,2011-12-08 19:28:00,372,0,7.26,Pamper
14607.0,15021.5,12,2011-03-23 15:22:00,2011-11-24 10:35:00,245,15,1.47,Pamper
14646.0,279138.02,72,2010-12-20 10:09:00,2011-12-08 12:12:00,353,1,6.12,Pamper
14667.0,9236.95,25,2010-12-06 13:13:00,2011-11-29 11:30:00,357,10,2.1,Pamper
14680.0,28754.11,16,2010-12-03 12:05:00,2011-11-14 16:59:00,346,24,1.39,Pamper
14688.0,5630.87,21,2010-12-01 09:37:00,2011-12-02 12:26:00,366,7,1.72,Pamper
14709.0,4921.04,13,2010-12-16 13:43:00,2011-11-24 15:41:00,343,14,1.14,Pamper
14733.0,9585.91,12,2010-12-07 11:30:00,2011-11-23 15:39:00,351,15,1.03,Pamper
14735.0,6050.69,31,2010-12-16 16:05:00,2011-12-06 12:09:00,354,3,2.63,Pamper
14739.0,3902.28,7,2010-12-07 14:58:00,2011-12-05 16:54:00,363,3,0.58,Pamper
14755.0,5010.28,11,2011-01-09 14:02:00,2011-11-30 11:24:00,324,9,1.02,Pamper
14769.0,10673.1,8,2010-12-17 11:40:00,2011-12-07 10:24:00,354,2,0.68,Pamper
14796.0,8020.93,17,2010-12-08 10:40:00,2011-12-08 15:31:00,365,0,1.4,Pamper
14800.0,4339.74,12,2010-12-05 11:10:00,2011-10-23 12:46:00,322,47,1.12,Pamper
14849.0,7930.54,25,2010-12-01 12:22:00,2011-11-18 10:58:00,351,21,2.14,Pamper
14866.0,14353.4,11,2010-12-08 14:58:00,2011-11-29 11:45:00,355,10,0.93,Pamper
14895.0,11138.71,20,2011-02-22 13:08:00,2011-12-02 09:23:00,282,7,2.13,Pamper
14911.0,136275.72,198,2010-12-01 14:05:00,2011-12-08 15:54:00,372,0,15.97,Pamper
14936.0,8137.02,8,2011-03-09 11:53:00,2011-11-06 10:30:00,241,33,1.0,Pamper
14944.0,5900.25,12,2011-02-16 12:47:00,2011-11-10 09:10:00,266,29,1.35,Pamper
14952.0,8099.49,11,2010-12-10 12:48:00,2011-10-11 10:33:00,304,59,1.09,Pamper
14961.0,7044.68,9,2010-12-14 11:38:00,2011-11-29 09:42:00,349,10,0.77,Pamper
15005.0,6314.87,28,2010-12-08 14:36:00,2011-11-24 12:25:00,350,15,2.4,Pamper
15023.0,6783.86,11,2010-12-05 13:49:00,2011-12-06 17:23:00,366,2,0.9,Pamper
15032.0,4959.1,3,2010-12-08 12:57:00,2011-03-28 15:03:00,110,255,0.82,Pamper
15034.0,4308.61,8,2010-12-21 09:47:00,2011-11-24 12:11:00,338,15,0.71,Pamper
15039.0,19914.44,47,2010-12-06 11:26:00,2011-11-30 11:31:00,359,9,3.93,Pamper
15044.0,7700.23,17,2010-12-12 14:27:00,2011-11-20 13:20:00,342,18,1.49,Pamper
15046.0,5194.82,15,2011-01-05 15:30:00,2011-11-30 15:50:00,329,8,1.37,Pamper
15061.0,54534.14,48,2010-12-02 15:19:00,2011-12-06 12:06:00,368,3,3.91,Pamper
15078.0,9743.11,32,2010-12-06 12:38:00,2011-12-02 15:41:00,361,6,2.66,Pamper
15093.0,4597.02,6,2010-12-02 18:25:00,2011-11-21 13:09:00,353,17,0.51,Pamper
15125.0,11528.48,15,2011-03-14 09:59:00,2011-11-14 13:57:00,245,24,1.84,Pamper
15144.0,6580.44,17,2011-01-31 13:17:00,2011-12-01 15:12:00,304,7,1.68,Pamper
15150.0,5314.47,10,2011-03-15 14:21:00,2011-11-22 12:52:00,251,16,1.2,Pamper
15152.0,4745.69,13,2011-06-05 15:36:00,2011-11-30 12:32:00,177,9,2.2,Pamper
15159.0,18641.01,30,2010-12-13 15:44:00,2011-12-08 12:05:00,359,1,2.51,Pamper
15187.0,4762.18,15,2011-05-11 13:49:00,2011-12-08 11:56:00,210,1,2.14,Pamper
15189.0,16225.39,41,2011-01-11 12:29:00,2011-12-08 13:22:00,331,0,3.72,Pamper
15194.0,7616.53,15,2010-12-06 15:00:00,2011-12-06 15:10:00,365,2,1.23,Pamper
15195.0,3861.0,1,2011-12-07 12:20:00,2011-12-07 12:20:00,1,2,30.0,Pamper
15218.0,5756.89,11,2011-01-25 11:20:00,2011-11-29 11:48:00,308,10,1.07,Pamper
15249.0,6688.46,13,2011-03-28 12:49:00,2011-11-08 11:45:00,224,31,1.74,Pamper
15251.0,10484.99,11,2011-04-12 10:38:00,2011-11-30 15:02:00,232,8,1.42,Pamper
15290.0,7943.22,18,2010-12-15 16:03:00,2011-12-05 11:39:00,354,4,1.53,Pamper
15291.0,4623.3,14,2010-12-01 09:32:00,2011-11-14 11:02:00,348,25,1.21,Pamper
15296.0,3672.86,6,2011-01-17 11:57:00,2011-10-20 11:47:00,275,50,0.65,Pamper
15298.0,4799.9,12,2010-12-08 13:55:00,2011-12-07 17:17:00,364,1,0.99,Pamper
15299.0,3907.01,6,2010-12-02 16:48:00,2011-10-03 14:19:00,304,66,0.59,Pamper
15301.0,5070.35,12,2010-12-06 12:21:00,2011-10-20 09:57:00,317,50,1.14,Pamper
15311.0,60767.9,91,2010-12-01 09:41:00,2011-12-09 12:00:00,373,0,7.32,Pamper
15358.0,8347.2,22,2010-12-09 10:04:00,2011-12-05 09:04:00,360,4,1.83,Pamper
15379.0,3703.29,7,2010-12-16 13:02:00,2011-06-23 13:13:00,189,168,1.11,Pamper
15382.0,5955.71,6,2011-02-17 12:01:00,2011-11-25 10:58:00,280,14,0.64,Pamper
15416.0,3984.32,4,2011-03-02 08:41:00,2011-10-06 09:38:00,218,64,0.55,Pamper
15465.0,7354.62,18,2010-12-05 10:12:00,2011-11-20 10:11:00,349,19,1.55,Pamper
15482.0,11014.96,11,2010-12-16 10:08:00,2011-11-24 10:46:00,343,15,0.96,Pamper
15498.0,13316.4,27,2010-12-08 12:29:00,2011-12-07 12:48:00,364,2,2.23,Pamper
15502.0,6923.98,10,2010-12-05 15:40:00,2011-11-24 12:48:00,353,15,0.85,Pamper
15513.0,14758.22,19,2010-12-01 11:22:00,2011-11-06 14:36:00,340,32,1.68,Pamper
15514.0,4139.46,11,2010-12-10 13:50:00,2011-11-27 14:40:00,352,11,0.94,Pamper
15529.0,3992.68,11,2010-12-08 12:24:00,2011-11-17 11:29:00,343,22,0.96,Pamper
15547.0,4954.84,14,2010-12-12 13:26:00,2011-12-02 12:52:00,354,6,1.19,Pamper
15555.0,4802.18,16,2010-12-05 14:45:00,2011-11-27 16:19:00,357,11,1.34,Pamper
15570.0,4165.52,12,2010-12-05 12:57:00,2011-12-02 14:47:00,362,6,0.99,Pamper
15601.0,6776.56,14,2010-12-02 10:39:00,2011-11-28 15:15:00,361,10,1.16,Pamper
15615.0,10399.74,23,2010-12-15 16:21:00,2011-11-29 14:42:00,348,9,1.98,Pamper
15622.0,3709.56,9,2011-03-02 13:42:00,2011-10-27 16:44:00,239,42,1.13,Pamper
15640.0,12515.66,15,2010-12-02 15:40:00,2011-12-05 14:35:00,367,3,1.23,Pamper
15694.0,6464.4,13,2010-12-02 07:49:00,2011-12-09 09:44:00,372,0,1.05,Pamper
15719.0,5043.96,13,2011-01-06 12:31:00,2011-11-07 12:29:00,304,32,1.28,Pamper
15727.0,5178.96,7,2010-12-15 15:47:00,2011-11-23 12:36:00,342,16,0.61,Pamper
15738.0,4812.42,16,2010-12-02 12:50:00,2011-11-21 08:26:00,353,18,1.36,Pamper
15749.0,44534.3,3,2011-01-11 12:55:00,2011-04-18 13:20:00,97,234,0.93,Pamper
15769.0,56252.72,26,2010-12-03 15:16:00,2011-12-02 13:52:00,363,6,2.15,Pamper
15786.0,4932.2,3,2011-08-17 13:33:00,2011-10-24 14:13:00,68,45,1.32,Pamper
15804.0,4206.39,13,2011-05-25 10:12:00,2011-12-09 12:31:00,198,0,1.97,Pamper
15805.0,5528.4800000000005,17,2010-12-10 09:33:00,2011-11-16 16:32:00,341,22,1.5,Pamper
15808.0,3734.97,4,2010-12-05 13:05:00,2011-02-06 14:33:00,63,305,1.9,Pamper
15838.0,33643.08,19,2010-12-07 11:26:00,2011-11-28 14:00:00,356,10,1.6,Pamper
15845.0,3711.77,8,2011-01-06 17:19:00,2011-11-22 09:42:00,319,17,0.75,Pamper
